Catalog #,Title,Composer,Performer,Genre,Label,Date,Media Type,RPM,Comments
HSTR    5394,,,,,RCA VICTOR,,,,"PAINT YOUR WAGON ORIGINAL BROADWAY CAST. MANN, DANIEL (DIRECTOR). RCA VICTOR WOC-6. 45 RPM. YELLOW BOX. BROWN COVER WITH PICTURE OF PICK AND SHOVEL. a-BOX, b-PROGRAM, c-g-DISCS, h-m-SPACERS."
HSTR    5395,,,,,RCA VICTOR,,,,"DOROTHY KIRSTEN SINGS VICTOR HERBERT MELODIES KIRSTEN, DOROTHY (SOPRANO) WITH ORCHESTRA AND CHORUS. CASE, RUSS (DIRECTOR). RCA VICTOR WMO-1069. 45 RPM. BLACK BOX. GRAY AND YELLOW COVER WITH KIRSTEN WEARING PICTURE HAT. a-BOX, b-PROGRAM, c-e-DISCS, f-h-SLEEVES."
HSTR    5396,,,,,RCA VICTOR,,,,"CHOPIN - LISZT ALBUM HOROWITZ, VLADIMIR (PIANO). RCA VICTOR WDM-1165. 45 RPM. BLACK BOX. PINK AND YELLOW COVER. ALL DISCS ARE MISMATCHED. TWO EXTRA SLEEVES. a-BOX, b-PROGRAM, c-LIST, d-BROCHURE, e-g-DISCS, h-l-SLEEVES. SEE CATALOG FOLDER."
HSTR    5397,,,,,RCA VICTOR,,,,"JASCHA HEIFETZ COLLECTION, A HEIFETZ, JASCHA (VIOLIN) WITH PIANO AND ORCHESTRA. RCA VICTOR WDM-1480. 45 RPM. BLACK BOX. RED, YELLOW AND GREEN COVER. a-BOX, b-d-DISCS, e-g-SLEEVES."
HSTR    5398,,,,,RCA VICTOR,,,,"CHRISTMAS FAVORITES THE THREE SUNS (VOCAL). RCA VICTOR WP-250. 45 RPM. BLACK BOX. GRAY, PINK AND GREEN COVER. DISC b HAS METAL ADAPTER RING IN CENTER. a-BOX, b-d-DISCS, e-g-SLEEVES."
HSTR    5399,,,,,RCA VICTOR,,,,"FROM A PROGRAM OF CHOPIN PIANO MUSIC. HOROWITZ, VLADIMIR (PIANIST). RCA VICTOR WDM 1034. BLACK BOX WITH MULTI-COLORED LABEL. CONTAINS 3 MISMATCHED 45 RPM RECORDS AND 7 SLEEVES. a-BOX, b-d-DISCS, e-k-SLEEVES, l-PROGRAM. SEE CATALOG FOLDER. CORNERS AND EDGES WORN."
HSTR    5400,,,,,RCA VICTOR,,,,"CHRISTMAS CAROLS. THE HOUR OF CHARM ALL-GIRL ORCHESTRA AND CHOIR. SPITALNY, PHIL (DIRECTOR). RCA VICTOR WP 300. THREE 45 RPM DISCS IN A HINGED BOX. 1-PG. PROGRAM. PINK COVER. a-BOX, b-d-DISCS, e-g-SLEEVES, h-PROGRAM. EDGES AND CORNERS WORN."
HSTR    5401,,,,,RCA VICTOR,,,,"DEBUSSY: EN BLANC ET NOIR. ITURBI, JOSE AND AMPARO (DUO-PIANISTS). RCA VICTOR WDM 1413. TWO 45 RPM DISCS IN A HINGED BOX. NO PROGRAM. BLACK AND WHITE COVER WITH PHOTO OF THE ITURBIS. a-BOX, b-c-DISCS, d-e-SLEEVES. EDGES AND CORNERS WORN."
HSTR    5402,,,,,RCA VICTOR,,,,"BERLIOZ: ROMEO AND JULIET, OP.17 TOSCANINI, ARTURO AND THE NBC SYMPHONY ORCHESTRA. RCA VICTOR WDM 1160. THREE 45 RPM DISCS IN A HINGED BOX. 2-PG. PROGRAM. BLUE COVER WITH PICTURE OF TREE AND MAN. a-BOX, b-d-DISCS, e-g-SLEEVES, h-PROGRAM. EDGES AND CORNERS WORN."
HSTR    5403,,,,,RCA VICTOR,1950,,,"RAVEL: DAPHNIS AND CHLOE, SUITE NO. 2. TOSCANINI, ARTURO AND THE NBC SYMPHONY ORCHESTRA. RCA VICTOR WDM 1374. TWO 45 RPM DISCS IN A BLUE HINGED BOX. 1-PG. PROGRAM. ON COVER: ""COMMEMORATIVE EDITION-TOSCANINI TOUR-1950"". a-BOX, b-c-DISCS, d-e-SLEEVES, f-PROGRAM."
HSTR    5404,,,,,RCA VICTOR,1950,,,"BEETHOVEN: SYMPHONY NO.3 IN E-FLAT, OP.55 ""EROICA"" TOSCANINI, ARTURO AND THE NBC SYMPHONY ORCHESTRA. RCA VICTOR WDM 1375. SIX 45 RPM DISCS IN A GREEN HINGED BOX. PRINTED ON COVER: ""COMMEMORATIVE EDITION-TOSCANINI TOUR-1950"". a-BOX, b-g-DISCS, h-m-SLEEVES, n-PROGRAM. LETTERING ON SPINE AND ON COVER DARKENED."
HSTR    5405,,,,,RCA VICTOR,1950,,,"TCHAIKOVSKY: MANFRED, OP. 58 (SYMPHONIC POEM). TOSCANINI, ARTURO AND THE NBC SYMPHONY ORCHESTRA. RCA VICTOR WDM 1372. FIVE 45 RPM DISCS IN A GREY HINGED BOX. PRINTED ON COVER: ""COMMEMORATIVE EDITION-TOSCANINI TOUR-1950"". a-BOX, b-f-DISCS, g-k-SLEEVES, l-PROGRAM. BRITTLE CELLOPHANE WRAPPING FRAGMENT DISCARDED SEP 1992. LETTERING ON COVER DARKENED."
HSTR    5406,,,,,RCA VICTOR,,,,"MOUSSORGSKY: PICTURES AT AN EXHIBITION. HOROWITZ, VLADIMIR (PIANIST). RCA VICTOR WDM 1249. THREE 45 RPM DISCS IN A HINGED BOX. MISSING DISC #4. ORANGE COVER.  a-BOX, b-d-DISCS, e-g-SLEEVES, h-j-PROGRAMS. EDGES AND CORNERS WORN."
HSTR    5407,,,,,RCA VICTOR,,,,"FAVORITE CHRISTMAS SONGS. DAY, DENNIS (TENOR) AND THE MITCHELL BOYCHOIR. RCA VICTOR WP 297. THREE 45 RPM DISCS IN A HINGED BOX. BLACK BOX WITH GREEN COVER. 1-PG. PROGRAM. a-BOX, b-d-DISCS, e-g-SLEEVES, h-PROGRAM. EDGES AND CORNERS WORN."
HSTR    5408,,,,,RCA VICTOR,,,,"TREASURY OF IMMORTAL PERFORMANCES: THE GOLDEN AGE AT THE METROPOLITAN VARIOUS ARTISTS. RCA VICTOR WCT 10. SEVEN 45 RPM DISCS IN A HINGED BOX. RED AND GOLD COVER. 2-PG. PROGRAM. RED DISCS. a-BOX, b-h-DISCS, i-o-SLEEVES, p-PROGRAM. SEE CATALOG FOLDER. EDGES AND CORNERS WORN."
HSTR    5409,,,,,RCA VICTOR,,,,"CHOPIN: CONCERTO NO. 1, IN E MINOR, OP. 11. BRAILOWSKY, ALEXANDER (PIANIST). RCA VICTOR WDM 1317. SIX 45 RPM DISCS. INCLUDES TWO MISMATCHED RECORDS. RED, WHITE, AND BLACK COVER. a-BOX, b-g-DISCS, h-m-SLEEVES. SEE CATALOG FOLDER. EDGES AND CORNERS WORN."
HSTR    5410,,,,,RCA VICTOR,,,,"RACHMANINOFF: CONCERTO NO. 2, IN C MINOR, OP. 18. RUBINSTEIN, ARTUR (PIANIST) WITH THE NBC SYMPHONY ORCHESTRA. GOLSCHMANN, VLADIMIR (CONDUCTOR). RCA VICTOR WDM 1075. FIVE 45 RPM DISCS IN A HINGED BOX. ORANGE COVER WITH PHOTO OF RUBINSTEIN. a-BOX, b-f-DISCS, g-k-SLEEVES, l-PROGRAM. CORNERS AND EDGES WORN."
HSTR    5411,,,,,RCA VICTOR,,,,"BEETHOVEN: CONCERTO NO.1 IN C, OP.15 DORFMANN, ANIA (PIANIST) WITH ARTURO TOSCANINI AND THE NBC SYMPHONY ORCHESTRA. RCA VICTOR WDM 1036. FOUR 45 RPM DISCS IN A HINGED BOX. YELLOW COVER. WITH PROGRAM.  a-BOX, b-e-DISCS, f-i-SLEEVES, j-PROGRAM. EDGES AND CORNERS WORN."
HSTR    5412,,,,,RCA VICTOR,,,,"CHOPIN: ETUDES, OP. 25. BRAILOWSKY, ALEXANDER (PIANIST). RCA VICTOR WDM 1171. EIGHT 45 RPM DISCS IN A HINGED BOX. GREEN COVER. 1-PG. PROGRAM.  a-BOX, b-i-DISCS, j-q-SLEEVES, r-PROGRAM. EDGES AND CORNERS WORN."
HSTR    5911,,,,,NATIONAL BROADCASTING CO.,01/19/1949,,,"HI JINX: THE TRUMAN STORY.
MCCRARY, TED AND JINX (HOSTS).
NBC REFERENCE RECORDING. 78 RPM. IN BROWN CARDBOARD BOX. ON LABEL: "" MISS MARGARET TRUMAN/BLAIR HOUSE/WASHINGTON D.C./FROM TED & JINX MCCRARY/JANUARY 19, 1949"". SEE CATALOG FOLDER. a-BOX, b-d-DISCS, e-f-CARDBOARD INSERTS. CONTAINED #5912 (NOTE) AND #5913 (RECORD). BOX YELLOWED AND WORN."
HSTR    5913,,,,,CETRA-FONTI RECORDING CO.,,,,"SONATAS BY DOMENICO CIMAROSA FRANCESCHI, VERA (PIANIST). CETRA CB 20373. 78 RPM. BLUE AND GOLD LABEL WITH WOLF AND HARP LOGO. FOUND IN #5911 (ALBUM). SEE CATALOG FOLDER."
HSTR    5915,,,,,MUTUAL BROADCASTING SYSTEM,10/24/1948,,,"TRUMAN TRAIN, THE. 10-24-48. PARTS 1 & 4 RECORDED BY WOR RECORDING STUDIOS FOR MUTUAL BROADCASTING SYSTEM. ON LABEL: ""SERIAL 5522"". BLUE LABEL WITH TYPEWRITTEN INFORMATION. IN MANILA SLEEVE.  a-DISC, b-SLEEVE. GOES WITH #5915-5917 (RECORD, PHONOGRAPH). PAPER DISCOLORED."
HSTR    5916,,,,,MUTUAL BROADCASTING SYSTEM,10/24/1948,,,"TRUMAN TRAIN, THE. 10-24-48. PARTS 2 & 5 RECORDED BY WOR RECORDING STUDIOS FOR MUTUAL BROADCASTING SYSTEM. ON LABEL: ""SERIAL 5522"". BLUE LABEL WITH TYPEWRITTEN INFORMATION. IN MANILA SLEEVE.  a-DISC, b-SLEEVE. GOES WITH #5915-5917 (RECORD, PHONOGRAPH). PAPER DISCOLORED."
HSTR    5917,,,,,MUTUAL BROADCASTING SYSTEM,10/24/1948,,,"TRUMAN TRAIN, THE. 10-24-48. PARTS 3 & 6 RECORDED BY WOR RECORDING STUDIOS FOR MUTUAL BROADCASTING SYSTEM. ON LABEL: ""SERIAL 5522"". BLUE LABEL WITH TYPEWRITTEN INFORMATION. IN MANILA SLEEVE.  a-DISC, b-SLEEVE. GOES WITH #5915-5917 (RECORD, PHONOGRAPH). PAPER DISCOLORED."
HSTR    5920,,,,,NATIONAL BROADCASTING CO.,12/13/1948,,,"HI JINX SHOW: ""MISS BANKHEAD"", PARTS THREE AND SIX. NBC REFERENCE RECORDING. NATIONAL BROADCASTING COMPANY, INC. 78 RPM. BLUE LABEL. MANILA SLEEVE. IN PENCIL AT BL OF FRONT OF SLEEVE: ""MRS. T"".  a-DISC, b-SLEEVE. GOES WITH #5920-5922 (RECORD, PHONOGRAPH). LABEL WORN. SEVERAL BLISTERS IN LABEL. SLEEVE YELLOWED."
HSTR    5921,,,,,NATIONAL BROADCASTING CO.,12/13/1948,,,"HI JINX SHOW: ""MISS BANKHEAD"", PARTS TWO AND FIVE. NBC REFERENCE RECORDING. NATIONAL BROADCASTING COMPANY, INC. 78 RPM. BLUE LABEL. MANILA SLEEVE. TYPED ON LABEL: ""12/13/48"".  a-DISC, b-SLEEVE. GOES WITH #5920-5922 (RECORD, PHONOGRAPH). LABEL WORN. SEVERAL BLISTERS IN LABEL. SLEEVE YELLOWED."
HSTR    5922,,,,,NATIONAL BROADCASTING CO.,12/13/1948,,,"HI JINX SHOW: ""MISS BANKHEAD"", PARTS ONE AND FOUR. NBC REFERENCE RECORDING. NATIONAL BROADCASTING COMPANY, INC. 78 RPM. BLUE LABEL. MANILA SLEEVE. TYPED ON LABEL: ""12/13/48"".  a-DISC, b-SLEEVE. GOES WITH #5920-5922 (RECORD, PHONOGRAPH). LABEL WORN AND YELLOWED. SLEEVE YELLOWED."
HSTR    5924,,,,,SACRED RECORDS,,,,"ABIDE WITH ME / JESUS SAVIOR PILOT ME HEDERSTROM, OSCAR (BARITONE) AND CARLETON SHAW (ORGANIST). SACRED RECORDS 202. UNKNOWN RPM. RED LABEL. RED AND WHITE SLEEVE.  a-DISC, b-SLEEVE. SLEEVE YELLOWED AND BRITTLE. BC EDGE SPLIT."
HSTR    5925,,,,,SACRED RECORDS,,,,"MY GOD AND I / WHISPERING HOPE. HEDERSTROM, OSCAR (BARITONE) AND CARLETON SHAW (ORGANIST). SACRED RECORDS 203. UNKNOWN RPM. RED LABEL. RED AND WHITE SLEEVE.  a-DISC, b-SLEEVE. SLEEVE YELLOWED AND BRITTLE. BC EDGE SPLIT."
HSTR    5926,,,,,SACRED RECORDS,,,,"ROCK OF AGES / THE LORD'S PRAYER. HEDERSTROM, OSCAR (BARITONE) AND CARLETON SHAW (ORGANIST). SACRED RECORDS 201. UNKNOWN RPM. RED LABEL. RED AND WHITE SLEEVE.  a-DISC, b-SLEEVE. SLEEVE YELLOWED AND BRITTLE."
HSTR    5927,,,,,SACRED RECORDS,,,,"MIGHTY FORTRESS IS OUR GOD / BEAUTIFUL SAVIOR. HEDERSTROM, OSCAR (BARITONE) AND CARLETON SHAW (ORGANIST). SACRED RECORDS 200. UNKNOWN RPM. RED LABEL. RED AND WHITE SLEEVE.  a-DISC, b-SLEEVE. SLEEVE YELLOWED AND BRITTLE."
HSTR    5932,,,,,FONA RADIO TIVOLI STUDIO,07/14/1953,,,"TITLE UNKNOWN. ARTIST ILLEGIBLE. IN INK ON SLEEVE: ""RECORDED JULY 14, 53/IN TIVOLI, THE/FAMOUS AMUSEMENT- /PARK IN COPENHAGEN."" FONA RADIO TIVOLI STUDIO. UNKNOWN RPM. RED, WHITE AND BLUE LABEL. BROWN PAPER SLEEVE. PRINT ON LABEL AND SLEEVE IN DANISH. a-DISC, b-SLEEVE. SEE CATALOG FOLDER. PAPER YELLOWED. SIDE SEAMS OF JACKET SPLIT."
HSTR    5933,,,,,GOLDMINE RECORDS,,,,"I'M GONNA HANG UP MOMMY'S STOCKING / FUNNY LITTLE SNOW MAN. SABATINO, BOBBY (VOCALIST) AND THE CHARLES KENNY ORCHESTRA. GOLDMINE RECORDS NK-711. UNKNOWN RPM. MAROON LABEL. MANILA SLEEVE.  a-DISC, b-SLEEVE. CONTAINED #5934 (PRINT, PHOTOGRAPHIC). SEE CATALOG FOLDER. SLEEVE YELLOWED AND BRITTLE."
HSTR    5935,,,,,RCA VICTOR,1947,,,"PRINCETON STEP SONGS. PRINCETON UNIVERSITY GLEE CLUB. KNAPP, J. MERRILL (CONDUCTOR). RCA D7-CB-812. UNKNOWN RPM. ORANGE AND BLACK RECORD LABELS. ORANGE AND BLACK COVER. ORANGE CLOTH SPINE. a-ALBUM, b-e-DISCS. CONTAINED #5936 (LETTER). SEE CATALOG FOLDER. CORNERS AND EDGES WORN."
HSTR    5937,,,,,,,,,"TITLE UNKNOWN. ARTIST UNKNOWN. ON LABEL: ""AUDIODISC/RECORDING BLANK/NEW YORK, U.S.A."". UNKNOWN RPM. ONE SIDE HAS BEEN RECORDED ON AND ONE SIDE IS BLANK. NO SLEEVE.  SEVERAL SMALL SCRATCHES AND SCRAPES, BOTH SIDES."
HSTR    5938,,,,,,,,,"MY MISSOURI. U.S. AIR FORCE BAND. M/SGT ABRASHA ROBOFSKY, SOLOIST. MAJ. GEORGE S. HOWARD (CONDUCTOR). ON LABEL: ""THE/UNITED STATES/AIR FORCE/PRESENTS"".  78 RPM. TYPED LABEL. BROWN PAPER SLEEVE. IN PENCIL, TL:"" COL. HUNT- ___ -/MAJ HOWARD-MUSIC"".  DISC HAS BECOME ADHERED TO INSIDE OF SLEEVE. ONE SIDE OF DISC BLANK."
HSTR    5939,,,,,KCMO RADIO,03/16/1947,,,"THE LAST ROSE OF SUMMER. TRUMAN, MARGARET (SOPRANO) WITH THE DETROIT SYMPHONY. DATED ON LABEL MARCH 16, 1947. 78 RPM. ON LABEL: ""KCMO/5000 WATTS/1480 ON YOUR DIAL/BASIC STATION OF THE AMERICAN BROAD- CASTING COMPANY"". IN PENCIL ON SLEEVE, TC FRONT: ""SCRATCHED"". SIDE b BLANK. a-DISC, b-SLEEVE. WHITE FILM OVERALL ON SIDE 2."
HSTR    5940,,,,,KCMO RADIO,03/16/1947,,,"SOPRANO ARIA FROM PEARL OF BRAZIL. TRUMAN, MARGARET (SOPRANO) WITH THE DETROIT SYMPHONY. DATED ON LABEL MARCH 16, 1947. ON LABEL: ""KCMO/5000 WATTS/1480 ON YOUR DIAL/BASIC STATION OF/THE AMERICAN BROADCASTING COMPANY"". 78 RPM. IN PENCIL, TC OF SLEEVE FRONT: ""SCRATCHED"". a-DISC, b-SLEEVE, c-LABEL. LABEL DETACHED FROM DISC. WHITE FILM OVERALL, BOTH SIDES. SLEEVE BRITTLE."
HSTR    5941,,,,,KCMO RADIO,03/16/1947,,,"CHARMANTE OISEAU / CIELITO LINDO. TRUMAN, MARGARET (SOPRANO) WITH THE DETROIT SYMPHONY ORCHESTRA. KCMO BROADCASTING COMPANY. TYPED LABELS. 78 RPM. BLUE AND WHITE LABEL. MANILA SLEEVE. TYPED ON LABEL: ""...MAR. 16, 1947"". a-DISC, b-SLEEVE. WHITE FILM OVERALL ON BOTH SIDES. SLEEVE BRITTLE."
HSTR    5942,,,,,EDWARD A. ROCHE STUDIOS,,,,"MY MOTHER BIDS ME BIND MY HAIR / LITTLE SHEPHERD SONG / IN A LUXEMBOURG GARDEN. TRUMAN, MARGARET (SOPRANO). EDWARD A. ROCHE. TYPEWRITTEN LABELS. LABELS DETACHED FROM DISC.  a-DISC, b-SLEEVE, c-d-LABELS. SEE CATALOG FOLDER. WHITE FILM OVERALL ON BOTH SIDES."
HSTR    5943,,,,,ELECTRONIC RECORDINGS,12/20/1949,,,"VARIOUS TITLES. TRUMAN, MARGARET (SOPRANO). ON LABEL: ""STATION WJZ/12/20/49"". IN PENCIL ON SLEEVE: ""BAD RECORDING/FROM/MR. & MRS. BERGMAN/1823 MANOR DR/UNION N.J."". a-DISC, b-SLEEVE. SEE CATALOG FOLDER. WHITE FILM OVERALL ON BOTH SIDES OF DISC."
HSTR    5944,,,,,KCMO RADIO,12/20/1949,,,"AMERICA THE BEAUTIFUL / SILENT NIGHT TRUMAN, MARGARET (SOPRANO). TYPED ON LABEL: ""MARGARET TRUMAN ON 'CARNEGIE HALL'/AMERICAN BROADCASTING CO. DEC.20, 1949"". 78 RPM. WHITE LABEL WITH BROWN PRINTING. MANILA SLEEVE.  a-DISC, b-SLEEVE. SLEEVE BRITTLE."
HSTR    5945,,,,,CAPITOL RECORDS,,,,"POINT OF ORDER / PERSON TO PEARSON. FREBERG, STAN AND DAWS BUTLER. CAPITOL 12529. 10"" DISC. UNKNOWN RPM. PURPLE LABEL WITH SILVER PRINTING. BROWN PAPER SLEEVE WITH RED PRINTING. a-DISC, b-SLEEVE. WHITE FILM OVERALL ON BOTH SIDES OF DISC."
HSTR    5946,,,,,RCA VICTOR,1948,,,"GIA I SACERDOTI / AIDA A ME TOGLIESTI. HOMER, LOUISE (MEZZO-SOPRANO) AND ENRICO CARUSO (TENOR). RCA VICTOR HERITAGE SERIES 15-1025. RECORDED 1910, RE-ISSUED 1948. RED LABEL. RED DISC. GOLD FOIL JACKET. UNKNOWN RPM. a-DISC, b-JACKET. JACKET CREASED."
HSTR    5947,,,,,WESTMINSTER RECORDING CO.,1954,,,"PAUL CRESTON: SYMPHONY NO. 2, OP. 35 / SYMPHONY NO. 3, OP. 48. NATIONAL SYMPHONY ORCHESTRA. MITCHELL, DR. HOWARD (CONDUCTOR). WESTMINSTER WL 5272. 33.3 RPM. RED LABEL. PINK AND YELLOW JACKET. 2-PG. PROGRAM IN SLEEVE. a-DISC, b-JACKET, c-SLEEVE, d-PROGRAM. PAPER YELLOWED. BR EDGE OF JACKET SPLIT."
HSTR    5948,,,,,ELECTRO-VOX STUDIOS,1954,,,"TAKE A LITTLE TIME TO PRAY JANELL (VOCAL). WHITE AND BLUE ""ELECTRO-VOX"" LABEL INDICATES DISC IS A COPY. RECORDED ONE SIDE ONLY. PLAIN PAPER SLEEVE HAS PENCILED MATH WORK. a-DISC, b-SLEEVE. CONTAINED #5949-5951 (LETTER, POEM, MUSIC). SIDE OF SLEEVE SPLIT."
HSTR    5952,,,,,KPOA RADIO,04/18/1953,,,"KOREAN COMMUNITY HOUR RADIO UNKNOWN ARTIST. KPOA RADIO BROADCAST. NO LABELS ON DISC, ONLY SMALL PIECES TAPE WITH ""NO.1"" AND ""NO.2"". DISC HAS GREEN ""PRESTO"" STAMP IN CENTER. PAPER ""PRESTO RECORDING CORP."" SLEEVE. a-DISC, b-SLEEVE. CONTAINED #5953 (TRANSCRIPT)."
HSTR    5954,,,,,EDWARD A. ROCHE STUDIOS,12/14/1947,,,"INTERVIEW TRUMAN, MARGARET AND DOROTHY CREWE (SPEAKERS). WDAF RADIO BROADCAST. NO RPM. PLAIN ""AUDIODISCS"" SLEEVE. WHITE ""EDWARD A. ROCHE"" DISC LABELS. a-DISC, b-SLEEVE, c-d-LABELS. HELD #5955 (NOTE). SEE CATALOG FOLDER. LABELS DETACHED. LIGHT FILM ON DISC."
HSTR    5956,,,,,KCMO RADIO,12/20/1949,,,"MARGARET TRUMAN ON ""CARNEGIE HALL"" TRUMAN, MARGARET (VOCAL). ABC RADIO BRAODCAST, RECORDED BY KCMO RADIO, KANSAS CITY. 78 RPM. TYPED WHITE AND BROWN LABELS. PAPER ""AUDIODISCS"" SLEEVE. a-DISC, b-SLEEVE. WHITE FILM ON ONE SIDE OF DISC."
HSTR    5957,,,,,EDWARD A. ROCHE STUDIOS,,,,"FALA NANA BAMBIN / BY THE WATERS OF MINNETONKA TRUMAN, MARGARET (VOCAL). EDWARD A. ROCHE RECORDING, 7A & 7B. NO RPM. MISMATCHED LABEL #5957e IS FOR ARIA FROM ""LE NOZZE DI FIGARO"", SIDE 1B. a-DISC, b-SLEEVE, c-e-LABELS. WHITE FILM ON DISC."
HSTR    5958,,,,,KCMO RADIO,03/16/1947,,,"LAST ROSE OF SUMMER, THE TRUMAN, MARGARET (SOPRANO). DETROIT SYMPHONY ORCHESTRA. ABC RADIO BROADCAST, RECORDED BY KCMO RADIO, KANSAS CITY. 78 RPM. TYPED WHITE AND BLUE LABEL. PAPER ""AUDIODISCS"" SLEEVE. a-DISC, b-SLEEVE. WHITE FILM ON DISC."
HSTR    5960,,,,,COLUMBIA RECORDS,,,,"FLAT RIVER, MISSOURI / I'VE BEEN TO HOLLYWOOD SHAY, DOROTHY ""THE PARK AVENUE HILLBILLY"" (VOCAL) WITH ORCHESTRA, M. RUSSELL (COND). COLUMBIA C-119-5 AND C-119-6. NO RPM. SLEEVE HAS PURPLE ""OKEH"" WITH COWBOY MUSICIANS. a-DISC, b-SLEEVE."
HSTR    5961,,,,,CAPITOL RECORDS,,,,"MY BEST TO YOU / ANNIVERSARY SONG RUSSELL, ANDY (VOCAL) WITH ORCHESTA, P. WESTON (DIR). CAPITOL 386. NO RPM. MANILA AND RED ""CAPITOL"" SLEEVE. a-DISC, b-SLEEVE. SLEEVE TORN AND BRITTLE."
HSTR    5962,,,,,RCA VICTOR,1948,,,"LO ANCH'IO LA VIRTU MAGICA / TUTTE LE FESTE AL TEMPIO BORONAT, OLYMPIA (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1023. RECORDED 1906 & 1908, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5963,,,,,RCA VICTOR,1948,,,"ADDIO MIGNON, FA CORE / DE' MIEI BOLLENTI SPIRITI DE LUCIA, FERNANDO (TENOR) WITH PIANO. RCA VICTOR HERITAGE SERIES 15-1024. RECORDED 1906, RE-ISSUED 1948. RED DISC WITH RED LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5964,,,,,WOR RADIO,01/19/1949,,,"PRESIDENT TRUMAN KALTENBORN IMITATION (JANUARY 19, 1949) TRUMAN, HARRY (SPEAKER). WOR RADIO BROADCAST RECORDING. 78 RPM."
HSTR    5965,,,,,RCA VICTOR,1948,,,"O DON FATALE! / THE HILLS O' SKYE SPENCER, JANET (CONTRALTO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1022. RECORDED 1911, RE-ISSUED 1948. RED DISC WITH RED LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5966,,,,,,1949,,,"ELECTRICAL LIVING SHOW, MISS MARY JANE TRUMAN (1949)
TRUMAN, MARY JANE (SPEAKER).
RADIO BROADCAST RECORDING, VEI & VEII. 78 RPM."
HSTR    5967,,,,,RCA VICTOR,1948,,,"VISION FUGITIVE / PROMESSE DE MON AVENIR RENAUD, MAURICE (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1021. RECORDED 1906, RE-ISSUED 1948. RED DISC WITH RED LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5968,,,,,RCA VICTOR,1947,,,"NOBIL SIGNORS, SALUTA! / DIE ALLMACHT HOMER, LOUISE (CONTRALTO) WITH PIANO AND ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1011. RECORDED 1905 & 1909, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5969,,,,,RCA VICTOR,1947,,,"ADAMASTOR, RE DELL' ONDE PROFONDE / BRINDISI: O VIN, DISCACCIA LA TRISTEZZA SAMMARCO, G. MARIO (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1018. RECORDED 1911, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5970,,,,,RCA VICTOR,1947,,,"DITE ALLA GIOVINE / IMPONETE HEMPEL, FRIEDA (SOPRANO) AND PASQUALE AMATO (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1020. RECORDED 1914, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5971,,,,,RCA VICTOR,1947,,,"IL MIO TESORO / PER VIVER VICINO A MARIA MCCORMACK, JOHN (TENOR) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1015. RECORDED 1916 & 1910, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5972,,,,,RCA VICTOR,1947,,,"UN BEL DI VEDREMO / SUICIDO, IN QUESTI FIERI MOMENTI DESTINN, EMMY (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1014. RECORDED 1908 & 1914, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5973,,,,,RCA VICTOR,1947,,,"AH! LEVE-TOI SOLEIL / LA FLEUR QUE TU M'AVAIS JETEE DALMORES, CHARLES (TENOR) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1013. RECORDED 1912, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5974,,,,,RCA VICTOR,1947,,,"BRINDISI / LEGGIERO INVISIBILE SCHUMANN-HEINK, ERNESTINE (CONTRALTO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1012. RECORDED 1906 & 1907, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET."
HSTR    5975,,,,,RCA VICTOR,1947,,,"THEN LEAVE HER! / BELLA FIGLIA DELL' AMORE VARIOUS ARTISTS WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1019. RECORDED 1910 & 1912, RE-ISSUED 1947. RED DISC WITH GOLD LABELS. GOLD FOIL JACKET. a-DISC, b-JACKET. SEE CATALOG FOLDER."
